Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Pyruvate 88/88	88.0 / 88.0	8946.85928033437
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Pyruvate 89/89	89.0 / 89.0	13990.654701956
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Pyruvate 90/90	90.0 / 90.0	191402.61252285
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Lactate 89/89	89.0 / 89.0	41646.1375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Lactate 90/90	90.0 / 90.0	1950.3125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Lactate 92/92	92.0 / 92.0	20185.825
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	D4-taurine	128.0 / 80.0	130214.4
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	42904.2315345143
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	9728.62499999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	11721.2144133609
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	181771.928746783
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Lactate 89/89	89.0 / 89.0	30045.0688695382
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Lactate 90/90	90.0 / 90.0	1451.65100469571
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 229)	G. [13C-glc] G9 240min	Lactate 92/92	92.0 / 92.0	21258.5125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	taurine	124.0 / 80.0	90.0374999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	D4-taurine	128.0 / 80.0	214467.0875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	363147.532648432
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	56489.5654878433
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	38407.9279895296
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	1850.92210236477
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Lactate 89/89	89.0 / 89.0	57319.3591989613
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Lactate 90/90	90.0 / 90.0	7028.96249999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Lactate 91/91	91.0 / 91.0	10389.2875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 230)	H. [6,6-DD-glc] G9 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	75.0500000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	4471.08750000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	324006.275
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	9947.04350905467
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	2040.1
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	60188.975
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	1905.35932828283
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 231)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	150.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	216701.7
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	88808.6045585395
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	2715.6
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	7339.28533730581
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	155186.225
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	47293.7388886684
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	2582.71740897265
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 232)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	12339.4
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	120.0375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	174623.325
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	47160.5880471842
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	5693.5
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	144128.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	27109.35
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 233)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	13179.35
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	taurine	124.0 / 80.0	75.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	D4-taurine	128.0 / 80.0	112600.7625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Pyruvate 87/87	87.0 / 87.0	32863.6077311359
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Pyruvate 88/88	88.0 / 88.0	2542.12261463282
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Pyruvate 89/89	89.0 / 89.0	6434.05962391151
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Pyruvate 90/90	90.0 / 90.0	101196.537591842
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Lactate 89/89	89.0 / 89.0	17905.2625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 234)	D. [13C-glc] G9 30min	Lactate 92/92	92.0 / 92.0	14687.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	taurine	124.0 / 80.0	75.0250000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	D4-taurine	128.0 / 80.0	124000.6375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Pyruvate 87/87	87.0 / 87.0	36680.7875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Pyruvate 88/88	88.0 / 88.0	7067.3811093062
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Pyruvate 89/89	89.0 / 89.0	11744.1430656447
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Pyruvate 90/90	90.0 / 90.0	125434.635127001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Lactate 89/89	89.0 / 89.0	20718.1625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 235)	E. [13C-glc] G9 60min	Lactate 92/92	92.0 / 92.0	16802.7
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	taurine	124.0 / 80.0	60.0375000000003
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	D4-taurine	128.0 / 80.0	112161.7
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Pyruvate 87/87	87.0 / 87.0	27287.650869812
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Pyruvate 88/88	88.0 / 88.0	2453.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Pyruvate 89/89	89.0 / 89.0	10048.7229844094
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Pyruvate 90/90	90.0 / 90.0	119110.568147467
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Lactate 89/89	89.0 / 89.0	14983.1364031879
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Lactate 90/90	90.0 / 90.0	615.199999999998
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 236)	F. [13C-glc] G9 120min	Lactate 92/92	92.0 / 92.0	15415.845278297
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	D4-taurine	128.0 / 80.0	176271.675
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	50536.2125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	7981.4
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	17691.0372434192
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	209322.487131191
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Lactate 89/89	89.0 / 89.0	36155.8375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Lactate 90/90	90.0 / 90.0	1665.19462516476
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 237)	G. [13C-glc] G9 240min	Lactate 92/92	92.0 / 92.0	29918.955
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	D4-taurine	128.0 / 80.0	122608.5375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	166644.375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	22215.2238427306
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	13901.0401990146
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Lactate 89/89	89.0 / 89.0	20373.675
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Lactate 90/90	90.0 / 90.0	3313.90649839302
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Lactate 91/91	91.0 / 91.0	4608.41812048027
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 238)	H. [6,6-DD-glc] G9 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	90.0375000000003
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	4140.75
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	211990.207199354
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	9981.60222481153
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	2551.88687726897
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	202.5
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	35638.5375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	1832.97028443526
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 239)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	135852.95
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	47796.975
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	2565.3375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	101527.7125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	26382.2849122274
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 240)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	9248.24120493352
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	105.0375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	139767.7375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	29330.45
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	3976.4333025113
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	4335.7625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	120299.334734189
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	11152.1263182316
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 241)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	9946.66249999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	taurine	124.0 / 80.0	90.0124999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	D4-taurine	128.0 / 80.0	125573
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Pyruvate 87/87	87.0 / 87.0	35540.1877341041
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Pyruvate 88/88	88.0 / 88.0	2235.4
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Pyruvate 89/89	89.0 / 89.0	6932.00781025539
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Pyruvate 90/90	90.0 / 90.0	136911.857479309
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Lactate 89/89	89.0 / 89.0	14616.5684426245
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 242)	D. [13C-glc] G9 30min	Lactate 92/92	92.0 / 92.0	15521.1756767192
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	taurine	124.0 / 80.0	45
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	D4-taurine	128.0 / 80.0	221572.05
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Pyruvate 87/87	87.0 / 87.0	56770.2134797834
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Pyruvate 88/88	88.0 / 88.0	7229.39472067139
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Pyruvate 89/89	89.0 / 89.0	16112.15
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Pyruvate 90/90	90.0 / 90.0	234789.853304551
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Lactate 89/89	89.0 / 89.0	35467.0375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 243)	E. [13C-glc] G9 60min	Lactate 92/92	92.0 / 92.0	26164.4625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	taurine	124.0 / 80.0	75.0250000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	D4-taurine	128.0 / 80.0	116364.8125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Pyruvate 87/87	87.0 / 87.0	25872.07026122
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Pyruvate 88/88	88.0 / 88.0	1620.2375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Pyruvate 89/89	89.0 / 89.0	7666.78542844173
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Pyruvate 90/90	90.0 / 90.0	100223.403379783
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Lactate 89/89	89.0 / 89.0	15077.5875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 244)	F. [13C-glc] G9 120min	Lactate 92/92	92.0 / 92.0	11744.101382021
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	taurine	124.0 / 80.0	30
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	D4-taurine	128.0 / 80.0	238409.35
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	72639.1913472783
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	11082.7978721061
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	22960.8475567029
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	338417.028648478
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Lactate 89/89	89.0 / 89.0	46349.0875825594
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Lactate 90/90	90.0 / 90.0	2760.3
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Lactate 91/91	91.0 / 91.0	2543.2
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 245)	G. [13C-glc] G9 240min	Lactate 92/92	92.0 / 92.0	32510.7853645573
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	taurine	124.0 / 80.0	90.0249999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	D4-taurine	128.0 / 80.0	213418.675
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	254650.906992791
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	44831.9908780239
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	21277.6179137379
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Lactate 89/89	89.0 / 89.0	65579.1663114428
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Lactate 90/90	90.0 / 90.0	5887.76733870906
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Lactate 91/91	91.0 / 91.0	10428.0050721308
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 246)	H. [6,6-DD-glc] G9 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	5326.0125
