Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Pyruvate 87/87	87.0 / 87.0	38267.7445766706
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Pyruvate 89/89	89.0 / 89.0	3168.21958095491
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Pyruvate 90/90	90.0 / 90.0	14905.5500791476
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Lactate 89/89	89.0 / 89.0	51090.2
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 300)	D. [13C-glc] G2.5 30min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	taurine	124.0 / 80.0	195
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	D4-taurine	128.0 / 80.0	212164.9875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Pyruvate 87/87	87.0 / 87.0	41118.818841036
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Pyruvate 90/90	90.0 / 90.0	12061.5422327026
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Lactate 89/89	89.0 / 89.0	70885.725
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Lactate 90/90	90.0 / 90.0	2510.08682626078
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Lactate 91/91	91.0 / 91.0	870.100000000001
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 301)	E. [13C-glc] G2.5 60min	Lactate 92/92	92.0 / 92.0	1650.3
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	taurine	124.0 / 80.0	89.9999999999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	D4-taurine	128.0 / 80.0	222473.2125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Pyruvate 87/87	87.0 / 87.0	48907.475
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Pyruvate 88/88	88.0 / 88.0	1896.47598374345
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Pyruvate 89/89	89.0 / 89.0	2623.27299259687
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Pyruvate 90/90	90.0 / 90.0	14331.1297853626
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Lactate 89/89	89.0 / 89.0	71471.0613751875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Lactate 90/90	90.0 / 90.0	1200.225
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Lactate 91/91	91.0 / 91.0	817.612499999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 302)	F. [13C-glc] G2.5 120min	Lactate 92/92	92.0 / 92.0	1695.25
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	taurine	124.0 / 80.0	135.062499999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	D4-taurine	128.0 / 80.0	285610.4125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Pyruvate 87/87	87.0 / 87.0	34925.6750000001
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Pyruvate 89/89	89.0 / 89.0	2440.91946972518
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Pyruvate 90/90	90.0 / 90.0	15632.3600870972
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Lactate 89/89	89.0 / 89.0	62010.1438342515
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 303)	G. [13C-glc] G2.5 240min	Lactate 92/92	92.0 / 92.0	3180.65
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	taurine	124.0 / 80.0	45
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	D4-taurine	128.0 / 80.0	272770.725
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 87/87	87.0 / 87.0	44620.9033367941
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Lactate 89/89	89.0 / 89.0	61435.5625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Lactate 90/90	90.0 / 90.0	2542.875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 304)	H. [6,6-DD-glc] G2.5 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	taurine	124.0 / 80.0	255.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	D4-taurine	128.0 / 80.0	196991.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Pyruvate 87/87	87.0 / 87.0	88185.525
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Lactate 89/89	89.0 / 89.0	52351.6113097127
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Lactate 90/90	90.0 / 90.0	847.512499999997
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 305)	I. [13C-glc] G5 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	D4-taurine	128.0 / 80.0	205273.25
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Pyruvate 87/87	87.0 / 87.0	31355.7739249806
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Pyruvate 89/89	89.0 / 89.0	4194.97104691984
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Pyruvate 90/90	90.0 / 90.0	50227.5403353782
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Lactate 89/89	89.0 / 89.0	44209.6199915052
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Lactate 90/90	90.0 / 90.0	825.212499999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 306)	J. [13C-glc] G5 5min	Lactate 92/92	92.0 / 92.0	4044.99423139822
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	D4-taurine	128.0 / 80.0	218883.6375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Pyruvate 87/87	87.0 / 87.0	29043.8275108952
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Pyruvate 89/89	89.0 / 89.0	1578.32372485418
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Pyruvate 90/90	90.0 / 90.0	37100.3925964677
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Lactate 89/89	89.0 / 89.0	35344.575
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Lactate 90/90	90.0 / 90.0	960.15
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 307)	K. [13C-glc] G5 15min	Lactate 92/92	92.0 / 92.0	5251.07934323078
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	D4-taurine	128.0 / 80.0	211026.7
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Pyruvate 87/87	87.0 / 87.0	29246.833319239
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Pyruvate 89/89	89.0 / 89.0	1185.1125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Pyruvate 90/90	90.0 / 90.0	36530.3856196301
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Lactate 89/89	89.0 / 89.0	41690.55
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Lactate 91/91	91.0 / 91.0	1559.8436665346
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 308)	L. [13C-glc] G5 30min	Lactate 92/92	92.0 / 92.0	5310.7875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	taurine	124.0 / 80.0	60.05
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	D4-taurine	128.0 / 80.0	205422.6625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Pyruvate 87/87	87.0 / 87.0	30456.3942392295
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Pyruvate 89/89	89.0 / 89.0	1260.175
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Pyruvate 90/90	90.0 / 90.0	33555.4735438766
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Lactate 89/89	89.0 / 89.0	29599.4125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Lactate 90/90	90.0 / 90.0	1112.34031153631
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 309)	M. [13C-glc] G5 60min	Lactate 92/92	92.0 / 92.0	4583.05
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	taurine	124.0 / 80.0	120.0875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	D4-taurine	128.0 / 80.0	220458.95
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Pyruvate 87/87	87.0 / 87.0	28692.8895484961
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Pyruvate 89/89	89.0 / 89.0	2910.49596695694
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Pyruvate 90/90	90.0 / 90.0	37396.5430044519
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Lactate 89/89	89.0 / 89.0	32563.0625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Lactate 90/90	90.0 / 90.0	1579.72135392313
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 310)	N. [13C-glc] G5 120min	Lactate 92/92	92.0 / 92.0	4022.11646322757
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	taurine	124.0 / 80.0	165
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	D4-taurine	128.0 / 80.0	224627.775
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	33706.0550309231
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	3682.38196306023
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	3450.475
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	50791.35
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Lactate 89/89	89.0 / 89.0	35927.5704079065
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Lactate 90/90	90.0 / 90.0	967.6
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 311)	O. [13C-glc] G5 240min	Lactate 92/92	92.0 / 92.0	4635.8
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	taurine	124.0 / 80.0	135.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	D4-taurine	128.0 / 80.0	215989
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	61841.4667215882
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	5457.58823461178
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	7527.18464155526
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Lactate 89/89	89.0 / 89.0	29477.5033609744
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Lactate 90/90	90.0 / 90.0	1305.3125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 312)	P. [6,6-DD-glc] G5 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	D4-taurine	128.0 / 80.0	54130.9625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Pyruvate 87/87	87.0 / 87.0	172047.125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Pyruvate 88/88	88.0 / 88.0	1522.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Pyruvate 89/89	89.0 / 89.0	3156.89636967728
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Pyruvate 90/90	90.0 / 90.0	292.5375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Lactate 89/89	89.0 / 89.0	46819.0847795657
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Lactate 90/90	90.0 / 90.0	2172.15047750875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 313)	Q. [13C-glc] G7 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	taurine	124.0 / 80.0	75.0250000000001
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	D4-taurine	128.0 / 80.0	243416.6625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Pyruvate 87/87	87.0 / 87.0	48465.6206869932
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Pyruvate 89/89	89.0 / 89.0	5758.17107920594
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Pyruvate 90/90	90.0 / 90.0	117033.4375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Lactate 89/89	89.0 / 89.0	33200.4125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 314)	R. [13C-glc] G7 5min	Lactate 92/92	92.0 / 92.0	11114.2968420835
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	D4-taurine	128.0 / 80.0	245380.75
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Pyruvate 87/87	87.0 / 87.0	39224.4417413857
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Pyruvate 89/89	89.0 / 89.0	4089.25571381595
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Pyruvate 90/90	90.0 / 90.0	122637.268944263
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Lactate 89/89	89.0 / 89.0	28827.5875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Lactate 90/90	90.0 / 90.0	1057.7375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 315)	S. [13C-glc] G7 15min	Lactate 92/92	92.0 / 92.0	14650.2375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	taurine	124.0 / 80.0	105
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	D4-taurine	128.0 / 80.0	190136.5875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	Pyruvate 87/87	87.0 / 87.0	29285.2125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	Pyruvate 89/89	89.0 / 89.0	4270.91058814492
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 316)	T. [13C-glc] G7 30min	Pyruvate 90/90	90.0 / 90.0	85393.9696227933
