Original Filename	Sample Name	Glucose Concentration	Time	Component Name	Mass Info	Area	Modified
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 146/128	146.0 / 128.0	3208305.958	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/129	147.0 / 129.0	195769.934	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/130	148.0 / 130.0	26575.059	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/131	149.0 / 131.0	1923.641	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/132	150.0 / 132.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 132)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 151/133	151.0 / 133.0	241.9048333	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	taurine	124.0 / 80.0	640808.3255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	D4-taurine	128.0 / 80.0	385.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	PEP 167/79	167.0 / 79.0	14376.583	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	PEP 168/79	168.0 / 79.0	7702.3665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	PEP 169/79	169.0 / 79.0	4365.242	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	PEP 170/79	170.0 / 79.0	107960.8085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 132/88	132.0 / 88.0	48139.2745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 133/88	133.0 / 88.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 133/89	133.0 / 89.0	6033.058	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 134/90	134.0 / 90.0	641.258	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 134/89	134.0 / 89.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 135/91	135.0 / 91.0	1911.178052	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 135/90	135.0 / 90.0	512.183	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	3PG 185/79	185.0 / 79.0	1667.5495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	3PG 188/79	188.0 / 79.0	5262.558	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	2PG 185/79	185.0 / 79.0	14507.717	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	2PG 186/79	186.0 / 79.0	1669.442	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	2PG 187/79	187.0 / 79.0	1155.3	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	2PG 188/79	188.0 / 79.0	12452.742	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Malate 133/115	133.0 / 115.0	325939.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Malate 134/116	134.0 / 116.0	26829.158	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Malate 135/117	135.0 / 117.0	12321.5745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Malate 136/118	136.0 / 118.0	30936.9165	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Malate 137/119	137.0 / 119.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/102	146.0 / 102.0	1214291.708	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/102	147.0 / 102.0	26315.2495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/103	147.0 / 103.0	131069.1085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/104	148.0 / 104.0	22466.0085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/103	148.0 / 103.0	72146.042	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/105	149.0 / 105.0	643.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/104	149.0 / 104.0	1925.7	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/106	150.0 / 106.0	385.1665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/105	150.0 / 105.0	3339.017	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/106	151.0 / 106.0	1157.259	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/41	146.0 / 41.0	42619.158	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/41	147.0 / 41.0	643.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/42	147.0 / 42.0	1796.525	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/41	148.0 / 41.0	252.1721418	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/42	148.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/43	148.0 / 43.0	1024.4325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/128	146.0 / 128.0	2697586.975	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/129	147.0 / 129.0	154693.2835	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/130	148.0 / 130.0	97564.1495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/131	149.0 / 131.0	4492.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/132	150.0 / 132.0	3980.275	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 133)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/133	151.0 / 133.0	510.2403821	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	taurine	124.0 / 80.0	512697.1085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	D4-taurine	128.0 / 80.0	514.2085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	PEP 167/79	167.0 / 79.0	12837.875	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	PEP 168/79	168.0 / 79.0	5651.576	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	PEP 169/79	169.0 / 79.0	3080.9665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	PEP 170/79	170.0 / 79.0	96920.458	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 132/88	132.0 / 88.0	40436.1745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 133/88	133.0 / 88.0	385.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 133/89	133.0 / 89.0	4750.575	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 134/90	134.0 / 90.0	2797.857321	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 134/89	134.0 / 89.0	2312.692	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 135/91	135.0 / 91.0	6932.2665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 135/90	135.0 / 90.0	2829.093	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Aspartate 136/91	136.0 / 91.0	248.0026123	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	3PG 185/79	185.0 / 79.0	1540.6335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	3PG 188/79	188.0 / 79.0	3079.041	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	2PG 185/79	185.0 / 79.0	10783.5665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	2PG 186/79	186.0 / 79.0	2437.883	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	2PG 187/79	187.0 / 79.0	514.142	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	2PG 188/79	188.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Malate 133/115	133.0 / 115.0	391856.445	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Malate 134/116	134.0 / 116.0	33376.358	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Malate 135/117	135.0 / 117.0	41975.8745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Malate 136/118	136.0 / 118.0	82416.692	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Malate 137/119	137.0 / 119.0	4492.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 146/102	146.0 / 102.0	1049354.992	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 147/102	147.0 / 102.0	23493	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 147/103	147.0 / 103.0	112585.983	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/104	148.0 / 104.0	48271.334	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/103	148.0 / 103.0	278323.658	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/105	149.0 / 105.0	8216.975	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/104	149.0 / 104.0	19129.517	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 150/106	150.0 / 106.0	2312.659	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 150/105	150.0 / 105.0	27600.7915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 151/106	151.0 / 106.0	10271.817	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 146/41	146.0 / 41.0	45318.7835	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 147/41	147.0 / 41.0	1744.819791	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 147/42	147.0 / 42.0	643.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/41	148.0 / 41.0	897.3495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/42	148.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/43	148.0 / 43.0	5648.025	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/41	149.0 / 41.0	127.1930762	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/42	149.0 / 42.0	377.5965262	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 150/43	150.0 / 43.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 146/128	146.0 / 128.0	2434932.917	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 147/129	147.0 / 129.0	173182.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 148/130	148.0 / 130.0	307342.992	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 149/131	149.0 / 131.0	18097.249	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 150/132	150.0 / 132.0	21311.775	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 134)"	S. [13C-glc] G7 15min	G7	15min	Glutamate 151/133	151.0 / 133.0	5521.3085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	taurine	124.0 / 80.0	328105.2	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	D4-taurine	128.0 / 80.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	PEP 167/79	167.0 / 79.0	13735.358	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	PEP 168/79	168.0 / 79.0	5391.6665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	PEP 169/79	169.0 / 79.0	3593.1165	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	PEP 170/79	170.0 / 79.0	95894.3	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 132/88	132.0 / 88.0	30815.1845	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 133/88	133.0 / 88.0	378.9516453	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 133/89	133.0 / 89.0	5389.9745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 134/90	134.0 / 90.0	7190.1835	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 134/89	134.0 / 89.0	5903.8165	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 135/91	135.0 / 91.0	5006.6	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 135/90	135.0 / 90.0	5133.683	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Aspartate 136/91	136.0 / 91.0	770.3335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	3PG 185/79	185.0 / 79.0	3853.159	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	3PG 188/79	188.0 / 79.0	3336.958	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	2PG 185/79	185.0 / 79.0	7700.341	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	2PG 186/79	186.0 / 79.0	770.3	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	2PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	2PG 188/79	188.0 / 79.0	11424.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 135)"	T. [13C-glc] G7 30min	G7	30min	Malate 133/115	133.0 / 115.0	285502.534	FALSE
