Original Filename	Sample Name	Glucose Concentrations	Time	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/43	150.0 / 43.0	5263.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/43	151.0 / 43.0	4621.6335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/128	146.0 / 128.0	2699995.944	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/129	147.0 / 129.0	300409.159	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/130	148.0 / 130.0	983248.8745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/131	149.0 / 131.0	372424.0335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/132	150.0 / 132.0	438799.542	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/133	151.0 / 133.0	271139.9255	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	taurine	124.0 / 80.0	392158.9495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	D4-taurine	128.0 / 80.0	102690.8325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 167/79	167.0 / 79.0	103724.0495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 168/79	168.0 / 79.0	25032.4665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 169/79	169.0 / 79.0	32862.183	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 170/79	170.0 / 79.0	2310.6665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 132/88	132.0 / 88.0	20924.3165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 133/88	133.0 / 88.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 133/89	133.0 / 89.0	6161.9665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 134/90	134.0 / 90.0	1147.833885	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 134/89	134.0 / 89.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 135/91	135.0 / 91.0	127.3818859	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 135/90	135.0 / 90.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 185/79	185.0 / 79.0	2696	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 185/79	185.0 / 79.0	9757.342	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 186/79	186.0 / 79.0	3080.9	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 187/79	187.0 / 79.0	6288.983	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 133/115	133.0 / 115.0	569725.675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 134/116	134.0 / 116.0	70603.6495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 135/117	135.0 / 117.0	8089.659	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 136/118	136.0 / 118.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 137/119	137.0 / 119.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 146/102	146.0 / 102.0	1510730.633	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/102	147.0 / 102.0	40695.4915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/103	147.0 / 103.0	478971.725	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/104	148.0 / 104.0	194358.4995	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/103	148.0 / 103.0	5775.041	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/105	149.0 / 105.0	14121.0915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/104	149.0 / 104.0	1925.7335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/106	150.0 / 106.0	385.1665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/105	150.0 / 105.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 146/41	146.0 / 41.0	46857.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/41	147.0 / 41.0	2822.9495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/42	147.0 / 42.0	4492.425	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/41	148.0 / 41.0	1026.358	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/42	148.0 / 42.0	2412.533863	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/43	148.0 / 43.0	504.1614258	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/42	149.0 / 42.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 146/128	146.0 / 128.0	3164887.887	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/129	147.0 / 129.0	428530.425	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/130	148.0 / 130.0	133644.2335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/131	149.0 / 131.0	7444.5495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/132	150.0 / 132.0	1028.2505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 151/133	151.0 / 133.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	taurine	124.0 / 80.0	608970.183	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	D4-taurine	128.0 / 80.0	5133.383	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	PEP 167/79	167.0 / 79.0	177540.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	PEP 168/79	168.0 / 79.0	18743.517	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	PEP 169/79	169.0 / 79.0	5774.8745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	PEP 170/79	170.0 / 79.0	385.1665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 132/88	132.0 / 88.0	32476.424	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 133/88	133.0 / 88.0	514.175	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 133/89	133.0 / 89.0	5006.6335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 134/90	134.0 / 90.0	253.978451	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 134/89	134.0 / 89.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 135/91	135.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 135/90	135.0 / 90.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	3PG 185/79	185.0 / 79.0	4621.5665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	3PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	2PG 185/79	185.0 / 79.0	17332.459	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	2PG 186/79	186.0 / 79.0	2054.6085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	2PG 187/79	187.0 / 79.0	385.1335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	2PG 188/79	188.0 / 79.0	387.0255	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Malate 133/115	133.0 / 115.0	552131.1505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Malate 134/116	134.0 / 116.0	30168.2085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Malate 135/117	135.0 / 117.0	7188.1915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Malate 136/118	136.0 / 118.0	641.1915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Malate 137/119	137.0 / 119.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 146/102	146.0 / 102.0	2714861.748	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 147/102	147.0 / 102.0	49552.458	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 147/103	147.0 / 103.0	260479.4675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/104	148.0 / 104.0	28757.3505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/103	148.0 / 103.0	3980.2085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/105	149.0 / 105.0	2439.9085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/104	149.0 / 104.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 150/106	150.0 / 106.0	258.017	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 150/105	150.0 / 105.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 146/41	146.0 / 41.0	85112.341	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 147/41	147.0 / 41.0	2952.058	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 147/42	147.0 / 42.0	1542.559	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/41	148.0 / 41.0	127.2933704	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/42	148.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/43	148.0 / 43.0	258.0505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/43	149.0 / 43.0	127.4405014	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 146/128	146.0 / 128.0	5441100.251	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 147/129	147.0 / 129.0	319925.6835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 148/130	148.0 / 130.0	40951.6495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 149/131	149.0 / 131.0	2685.014118	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 150/132	150.0 / 132.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164)	A. [13C-glc] G9 0min	G9	0min	Glutamate 151/133	151.0 / 133.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	taurine	124.0 / 80.0	503581.7915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	D4-taurine	128.0 / 80.0	116298.2745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	PEP 167/79	167.0 / 79.0	27345.292	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	PEP 168/79	168.0 / 79.0	9754.9165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	PEP 169/79	169.0 / 79.0	4881.6425	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	PEP 170/79	170.0 / 79.0	81900.5915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 132/88	132.0 / 88.0	24392.275	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 133/88	133.0 / 88.0	507.3934223	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 133/89	133.0 / 89.0	4363.583	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 134/90	134.0 / 90.0	641.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 134/89	134.0 / 89.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 135/91	135.0 / 91.0	1669.8085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 135/90	135.0 / 90.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	3PG 185/79	185.0 / 79.0	2695.7665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	3PG 188/79	188.0 / 79.0	1923.741	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	2PG 185/79	185.0 / 79.0	9372.142	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	2PG 186/79	186.0 / 79.0	1155.3665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	2PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Malate 133/115	133.0 / 115.0	362783.641	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Malate 134/116	134.0 / 116.0	29269.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Malate 135/117	135.0 / 117.0	8728.658	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Malate 136/118	136.0 / 118.0	24264.692	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Malate 137/119	137.0 / 119.0	628.4353708	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 146/102	146.0 / 102.0	1991362.051	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 147/102	147.0 / 102.0	50065.6665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 147/103	147.0 / 103.0	227858.066	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 148/104	148.0 / 104.0	33761.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 148/103	148.0 / 103.0	80614.2575	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 149/105	149.0 / 105.0	2310.6335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 149/104	149.0 / 104.0	3210.0085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 150/106	150.0 / 106.0	385.1335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 150/105	150.0 / 105.0	4492.2915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 151/106	151.0 / 106.0	1155.3	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 146/41	146.0 / 41.0	71888.8915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 147/41	147.0 / 41.0	4365.442	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 147/42	147.0 / 42.0	1798.4835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 148/41	148.0 / 41.0	1026.325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 148/42	148.0 / 42.0	253.4883074	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 148/43	148.0 / 43.0	1540.5335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165)	B. [13C-glc] G9 5min	G9	5min	Glutamate 149/42	149.0 / 42.0	252.46014	TRUE
